,abstenciones,acta_id,ausentes,base_mayoria,fecha,hora,nroperiodo,numero,persona_id,presidente_id,presidente_nombre,resultado,reunion,sesion,sesion_id,tipo_mayoria,tipo_periodo,tipo_sesion,titulo,votos_afirmativos,votos_negativos
526,0,119,59,Votos Emitidos,2014-08-06,15:31,132,2,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,12,7,HCDN132R12,Más de la mitad,Ordinario,Especial,Expediente 0050-S-14 - Orden del Día 426 - Votación en General.,192,5
527,9,120,57,Votos Emitidos,2014-08-06,17:33,132,3,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,12,7,HCDN132R12,Más de la mitad,Ordinario,Especial,Expediente 0037-S-14 - Orden del Día 332 - Votación en General.,128,62
528,0,121,46,Votos Emitidos,2014-08-06,17:57,132,4,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,12,7,HCDN132R12,Más de la mitad,Ordinario,Especial,Expediente 2568-D-14 - Orden del Día 268 - Votación en General y Particular.,210,0
529,1,122,51,Votos Emitidos,2014-08-06,18:07,132,5,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,12,7,HCDN132R12,Más de la mitad,Ordinario,Especial,Votación en General y Particular de Proyectos de Ley.,204,0
530,0,111,52,Votos Emitidos,2014-08-27,13:26,132,1,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,13,8,HCDN132R13,Más de la mitad,Ordinario,Tablas,Expediente 4451-D-14 - Votación en General y Particular.,201,3
531,4,112,48,Votos Emitidos,2014-08-27,20:18,132,2,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,13,8,HCDN132R13,Más de la mitad,Ordinario,Tablas,Expediente 43-S-14 - Orden del Día 469 - Votación en General.,204,0
532,0,113,47,Votos Emitidos,2014-08-27,20:25,132,3,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,13,8,HCDN132R13,Más de la mitad,Ordinario,Tablas,Votación en General y Particular de Proyectos de Ley.,206,3
533,0,114,50,Votos Emitidos,2014-08-27,20:28,132,4,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,13,8,HCDN132R13,Más de la mitad,Ordinario,Tablas,Votación en General y Particular de Proyectos de Ley.,206,0
534,2,115,50,Votos Emitidos,2014-08-27,20:30,132,5,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,13,8,HCDN132R13,Más de la mitad,Ordinario,Tablas,Votación en General y Particular de Proyectos de Ley.,192,12
535,0,116,63,Votos Emitidos,2014-08-27,21:07,132,6,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,13,8,HCDN132R13,Más de la mitad,Ordinario,Tablas,Expediente 404-D-13 (y otro) - Orden del Día 415 - Votación en General y Particular.,193,0
536,0,117,74,Votos Emitidos,2014-08-27,21:32,132,7,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,13,8,HCDN132R13,Más de la mitad,Ordinario,Tablas,Votación de Declaraciones de Validez.,128,54
537,6,110,21,Votos Emitidos,2014-09-11,05:45,132,4,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,15,10,HCDN132R15,Más de la mitad,Ordinario,Especial,Expediente 0056-S-14 - Orden del Día 671 - Artículo 12.,134,95
538,0,107,35,Votos Emitidos,2014-09-10,14:04,132,1,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,15,10,HCDN132R15,Más de la mitad,Ordinario,Especial,Expediente 0055-S-14  - Orden del Día 670 - Votación en General y Particular.,164,57
539,5,108,18,Votos Emitidos,2014-09-11,05:35,132,2,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,15,10,HCDN132R15,Más de la mitad,Ordinario,Especial,Expediente 0056-S-14 - Orden del Día 671 - Votación en General.,134,99
540,1,109,21,Votos Emitidos,2014-09-11,05:40,132,3,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,15,10,HCDN132R15,Más de la mitad,Ordinario,Especial,Expediente 0056-S-14 - Orden del Día 671 - Artículo 1.,133,101
541,0,103,42,Votos Emitidos,2014-09-17,12:38,132,1,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,16,11,HCDN132R16,Más de la mitad,Ordinario,Especial,Expediente 0044-S-14 - Orden del Día 515 - Votación en General y Particular.,211,3
542,5,104,16,Votos Emitidos,2014-09-18,02:05,132,2,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,16,11,HCDN132R16,Más de la mitad,Ordinario,Especial,Expediente 0060-S-14 - Orden del Día 789 - Votación en General.,130,105
543,0,105,16,Votos Emitidos,2014-09-18,02:07,132,3,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,16,11,HCDN132R16,Más de la mitad,Ordinario,Especial,Expediente 0057-S-14 - Orden del Día 790 - Votación en General.,136,104
544,0,106,18,Votos Emitidos,2014-09-18,02:20,132,4,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,16,11,HCDN132R16,Más de la mitad,Ordinario,Especial,Expediente 0062-S-14 - Orden del Día 791 - Votación en General.,203,35
545,0,102,122,Votos Emitidos,2014-10-01,19:36,132,1,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,17,12,HCDN132R17,Más de la mitad,Ordinario,Especial,Expediente 102-S-2013 - Orden del Día 829 - Votación en General y Particular.,134,0
546,0,100,11,Votos Emitidos,2014-10-09,01:59,132,1,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,18,13,HCDN132R18,Más de la mitad,Ordinario,Especial,Expediente 15-JGM-14 - Orden del Día 863 - Votación en General.,133,112
547,0,101,56,Votos Emitidos,2014-10-09,02:28,132,2,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,18,13,HCDN132R18,Más de la mitad,Ordinario,Especial,Expediente 15-JGM-14 - Orden del Día 863 - Artículo 47.,132,68
548,53,96,29,Votos Emitidos,2014-10-22,23:44,132,9,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 5141-D-13 - Orden del Día 842 - Votación en General y Particular.,174,0
549,72,97,29,Votos Emitidos,2014-10-22,23:46,132,10,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 33-S-14 - Orden del Día 835 - Votación en General y Particular.,155,0
550,0,98,30,Votos Emitidos,2014-10-23,00:02,132,11,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Votación en General y Particular de Proyectos de Ley.,226,0
551,3,99,35,Miembros del Cuerpo,2014-10-23,00:07,132,12,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Dos tercios,Ordinario,Especial,Expediente 4907-D-14  - Orden del Día 516 - Votación en General y Particular.,218,0
552,0,88,20,Votos Emitidos,2014-10-22,16:09,132,1,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 5-PE-14 - Orden del Día 834 - Votación en General y Particular.,236,0
553,5,89,31,Votos Emitidos,2014-10-22,20:15,132,2,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 38-S-14 - Orden del Día 850 - Votación en General y Particular.,132,88
554,0,90,30,Votos Emitidos,2014-10-22,23:23,132,3,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 32-S-14 - Orden del Día 851 - Votación en General y Particular.,226,0
555,3,91,30,Votos Emitidos,2014-10-22,23:25,132,4,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 2205-D-13 - Orden del Día 841 - Votación en General y Particular.,223,0
556,68,92,31,Votos Emitidos,2014-10-22,23:31,132,5,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 5588-D-13 - Orden del Día 830 - Votación en General y Particular.,157,0
557,47,93,29,Votos Emitidos,2014-10-22,23:36,132,6,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 75-D-13 - Orden del Día 838 - Votación en General y Particular.,180,0
558,52,94,29,Votos Emitidos,2014-10-22,23:42,132,7,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 178-D-13 - Orden del Día 839 - Votación en General y Particular.,175,0
559,0,95,29,Votos Emitidos,2014-10-22,23:43,132,8,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,19,14,HCDN132R19,Más de la mitad,Ordinario,Especial,Expediente 834-D-13 - Orden del Día 840 - Votación en General y Particular.,227,0
560,0,86,51,Votos Emitidos,2014-10-29,13:35,132,1,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,20,15,HCDN132R20,Más de la mitad,Ordinario,Especial,Expediente 0007-PE-14 - Orden del Día 995 - Votación.,205,0
561,1,87,9,Votos Emitidos,2014-10-30,02:22,132,2,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,20,15,HCDN132R20,Más de la mitad,Ordinario,Especial,Expediente 0073-S-14 - Orden del Día 996 - Votación en General.,130,116
562,21,75,58,Votos Emitidos,2014-11-13,00:24,132,12,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 6943-D-13 - Orden del Día 527 - Votación en General y Particular.,123,54
563,25,76,68,Votos Emitidos,2014-11-13,01:19,132,13,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 3719-D-14 - Orden del Día 342  - Votación en General y Particular.,122,41
564,3,77,62,Votos Emitidos,2014-11-13,02:24,132,14,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 222-S-12 - Orden del Día 1223 - Votación en General y Particular.,181,10
565,3,78,63,Votos Emitidos,2014-11-13,02:26,132,15,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 5908-D-14 - Votación en General y Particular.,181,9
566,0,79,59,Votos Emitidos,2014-11-13,02:30,132,16,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 6369-D-13 - Orden del Día 959 - Votación en General y Particular.,197,0
567,0,80,62,Votos Emitidos,2014-11-13,02:38,132,17,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 6438-D-13 - Orden del Día 1233 - Votación en General y Particular.,194,0
568,1,65,38,Votos Emitidos,2014-11-12,14:54,132,2,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 224-S-12 - Orden del Día 514 - Votación en General y Particular.,217,0
569,3,81,66,Votos Emitidos,2014-11-13,02:42,132,18,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 6744-D-14 - Orden del Día 667 - Votación en General y Particular.,187,0
570,0,66,29,Votos Emitidos,2014-11-12,15:16,132,3,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Votación en General y Particular de Proyectos de Ley.,227,0
571,0,82,69,Votos Emitidos,2014-11-13,02:50,132,19,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 4975-D-13 - Orden del Día 1231 - Votación en General y Particular.,187,0
572,6,67,34,Votos Emitidos,2014-11-12,18:31,132,4,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 581-D-14 (y otro) - Orden del Día 1003 - Votación en General.,205,11
573,4,83,70,Votos Emitidos,2014-11-13,03:15,132,20,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 4923-D-14 - Orden del Día 936 - Votación en General y Particular.,182,0
574,8,68,30,Votos Emitidos,2014-11-12,18:43,132,5,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 581-D-14 (y otro) - Orden del Día 1003 - Artículo 11.,184,34
575,1,84,72,Votos Emitidos,2014-11-13,03:18,132,21,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 85-S-13 - Orden del Día 662 - Votación en General y Particular.,183,0
576,19,69,33,Votos Emitidos,2014-11-12,18:56,132,6,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 581-D-14 (y otro) - Orden del Día 1003 - Artículo 12.,150,54
577,0,85,84,Votos Emitidos,2014-11-13,03:46,132,22,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Votación de Proyectos de Resolución.,114,58
578,8,70,34,Votos Emitidos,2014-11-12,18:59,132,7,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 581-D-14 (y otro) - Orden del Día 1003 - Artículo 13.,177,37
579,20,71,33,Votos Emitidos,2014-11-12,19:06,132,8,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 581-D-14 (y otro) - Orden del Día 1003 - Artículo 14.,152,51
580,0,72,39,Votos Emitidos,2014-11-12,22:04,132,9,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 4959-D-13 (y otro) - Orden del Día 1251 - Votación en General y Particular.,217,0
581,0,73,70,Votos Emitidos,2014-11-12,23:17,132,10,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 34-S-14 - Orden del Día 1249 - Votación en General y Particular.,112,74
582,12,74,64,Votos Emitidos,2014-11-12,23:44,132,11,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,22,17,HCDN132R22,Más de la mitad,Ordinario,Especial,Expediente 6994-D-14 - Orden del Día 1062 - Votación en General y Particular.,177,3
583,0,54,48,Miembros del Cuerpo,2014-11-19,17:39,132,6,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Dos tercios,Ordinario,Tablas,Expediente 101-S-13 (y otros) - Orden del Día 1202 - Votación en General y Particular.,208,0
584,0,55,58,Votos Emitidos,2014-11-19,19:12,132,7,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 1600-D-14 (y otros) - Orden del Día 1207 - Votación en General y Particular.,198,0
585,41,56,65,Votos Emitidos,2014-11-19,19:44,132,8,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 66-S-13 - Orden del Día 836 - Votación en General y Particular.,134,16
586,16,57,67,Votos Emitidos,2014-11-19,20:16,132,9,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 3763-D-14 - Orden del Día 525 - Votación en General y Particular.,173,0
587,14,58,63,Votos Emitidos,2014-11-19,20:38,132,10,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 5181-D-14 - Orden del Día 1201 - Votación en General y Particular.,179,0
588,4,59,68,Votos Emitidos,2014-11-19,20:59,132,11,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 5387-D-14 - Orden del Día 1241 - Votación en General y Particular.,161,23
589,0,60,64,Votos Emitidos,2014-11-19,21:19,132,12,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 718-D-13 - Orden del Día 833 - Votación en General y Particular.,192,0
590,0,61,67,Votos Emitidos,2014-11-19,21:20,132,13,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 6732-D-13 - Orden del Día 29 - Votación en General y Particular.,188,1
591,1,62,65,Votos Emitidos,2014-11-19,21:21,132,14,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 1660-D-14 - Orden del Día 665 - Votación en General y Particular.,177,13
592,0,63,65,Votos Emitidos,2014-11-19,21:22,132,15,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 5763-D-14 - Orden del Día 666 - Votación en General y Particular.,190,1
593,3,49,60,Votos Emitidos,2014-11-19,15:08,132,1,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 8862-D-14 - Votación en General y Particular.,193,0
594,0,50,53,Votos Emitidos,2014-11-19,16:43,132,2,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Proyectos de Ley sin Disidencias ni Observaciones,203,0
595,0,51,55,Votos Emitidos,2014-11-19,17:25,132,3,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Votación de Proyectos de Resolución de la Comisión Bicameral Permanente de Trámite Legislativo,117,84
596,3,52,51,Votos Emitidos,2014-11-19,17:31,132,4,,,ABDALA DE MATARAZZO Norma Amanda,NEGATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 35-JGM-10 y 48-JGM-10 - Votación Dictamen de Mayoría.,83,119
597,3,53,48,Votos Emitidos,2014-11-19,17:36,132,5,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,23,18,HCDN132R23,Más de la mitad,Ordinario,Tablas,Expediente 35-JGM-10 y 48-JGM-10 - Votación Dictamen de Minoría.,119,86
598,2,168,25,Votos Emitidos,2014-12-04,22:50,132,1,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,25,1,HCDN132R25,Más de la mitad,Prórroga,Especial,Expediente 0087-S-14 - Orden del Día 1544 - Votación en General.,130,99
599,53,170,41,Votos Emitidos,2014-12-05,02:29,132,2,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,25,1,HCDN132R25,Más de la mitad,Prórroga,Especial,Expediente 9441-D-14 - Orden del Día 1545 - Votación en General.,135,27
600,0,172,42,Votos Emitidos,2014-12-05,02:45,132,3,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,25,1,HCDN132R25,Más de la mitad,Prórroga,Especial,Votación en General y Particular de Proyectos de Ley.,214,0
601,1,175,46,Votos Emitidos,2014-12-05,02:50,132,4,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,25,1,HCDN132R25,Más de la mitad,Prórroga,Especial,Expediente 3987-D-14 - Orden del Día 1334 - Votación en General y Particular.,206,3
602,0,176,43,Votos Emitidos,2014-12-05,02:52,132,5,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,25,1,HCDN132R25,Más de la mitad,Prórroga,Especial,Expediente 1066-D-14 - Orden del Día 466 - Votación en General y Particular.,213,0
603,0,178,44,Votos Emitidos,2014-12-05,03:01,132,6,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,25,1,HCDN132R25,Más de la mitad,Prórroga,Especial,Expediente 1446-D-13 - Orden del Día 1247 - Votación en General y Particular.,212,0
604,18,143,27,Miembros del Cuerpo,2014-12-16,18:09,132,1,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Votación en General.,139,72
605,0,159,27,Miembros del Cuerpo,2014-12-16,18:28,132,17,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 16.,136,93
606,18,144,27,Miembros del Cuerpo,2014-12-16,18:12,132,2,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 1.,139,72
607,17,160,30,Miembros del Cuerpo,2014-12-16,18:29,132,18,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 17.,138,71
608,18,145,27,Miembros del Cuerpo,2014-12-16,18:13,132,3,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 2.,139,72
609,17,161,28,Miembros del Cuerpo,2014-12-16,18:31,132,19,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 18.,137,74
610,18,146,27,Miembros del Cuerpo,2014-12-16,18:14,132,4,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 3.,137,74
611,17,162,28,Miembros del Cuerpo,2014-12-16,18:32,132,20,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 19.,139,72
612,18,147,27,Miembros del Cuerpo,2014-12-16,18:16,132,5,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 4.,139,72
613,0,163,52,Votos Emitidos,2014-12-16,19:03,132,21,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 0045-S-2014 - Orden del Día 1428 - Votación en General y Particular.,195,9
614,18,148,28,Miembros del Cuerpo,2014-12-16,18:17,132,6,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 5.,138,72
615,0,164,33,Votos Emitidos,2014-12-16,20:26,132,22,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 106-S-14 - Orden del Día 1625 - Votación en General y Particular.,130,93
616,18,149,28,Miembros del Cuerpo,2014-12-16,18:18,132,7,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 6.,138,72
617,0,165,28,Votos Emitidos,2014-12-17,00:15,132,23,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 114-S-14 - Orden del Día 1626 - Votación en General.,131,97
618,18,150,27,Miembros del Cuerpo,2014-12-16,18:19,132,8,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 7.,136,75
619,0,166,30,Votos Emitidos,2014-12-17,00:59,132,24,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Votación en General y Particular de Proyectos de Ley.,226,0
620,18,151,27,Miembros del Cuerpo,2014-12-16,18:20,132,9,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 8.,140,71
621,3,167,38,Votos Emitidos,2014-12-17,01:03,132,25,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 93-S-12 - Orden del Día 1634 - Votación en General y Particular.,215,0
622,18,152,27,Miembros del Cuerpo,2014-12-16,18:21,132,10,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 9.,139,72
623,18,153,27,Miembros del Cuerpo,2014-12-16,18:22,132,11,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 10.,139,72
624,18,154,27,Miembros del Cuerpo,2014-12-16,18:22,132,12,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 11.,137,74
625,18,155,27,Miembros del Cuerpo,2014-12-16,18:23,132,13,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 12.,139,72
626,18,156,27,Miembros del Cuerpo,2014-12-16,18:25,132,14,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 13.,139,72
627,18,157,27,Miembros del Cuerpo,2014-12-16,18:26,132,15,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 14.,137,74
628,18,158,27,Miembros del Cuerpo,2014-12-16,18:27,132,16,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,26,2,HCDN132R26,Más de la mitad,Prórroga,Especial,Expediente 7928-D-13 (y otros) - Orden del Día 1546 - Artículo 15.,156,55
629,0,169,16,Votos Emitidos,2015-02-25,20:51,132,1,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,27,1,HCDN132R27,Más de la mitad,Extraordinario,Especial,Expediente 126-S-14 - Orden del Día 1751 - Votación en General y Particular.,133,107
630,0,171,15,Votos Emitidos,2015-02-25,20:53,132,2,,,DOMINGUEZ Julián Andrés,AFIRMATIVO,27,1,HCDN132R27,Más de la mitad,Extraordinario,Especial,Expediente 129-S-14 - Orden del Día 1750 - Votación en General y Particular.,133,108
631,2,173,19,Votos Emitidos,2015-02-25,21:20,132,3,,,ABDALA DE MATARAZZO Norma Amanda,AFIRMATIVO,27,1,HCDN132R27,Más de la mitad,Extraordinario,Especial,Expediente 338-S-14 - Orden del Día 1752 - Votación en General y Particular.,235,0
